name,platform
Naruto: Ultimate Ninja Heroes 2: The Phantom Fortress, PSP
Pagan Online, PC
Xenon Racer, PlayStation 4
Psycho-Pass: Mandatory Happiness, PlayStation Vita
Zombie Vikings, PlayStation 4
Red Faction II, PC
Urban Trial Tricky, Switch
ChromaGun VR, PlayStation 4
Mulaka, PlayStation 4
Assassin's Creed Liberation HD, PlayStation 3
UEFA Euro 2012, PC
We Cheer 2, Wii
Murder in the Abbey, PC
Wild ARMs XF, PSP
The Sinking City, PlayStation 4
Corruption 2029, PC
Urban Trial Freestyle, 3DS
The Legend of Korra, PC
Pressure, PC
Dragon Age II: Legacy, Xbox 360
MXGP Pro, PlayStation 4
Chasing Aurora, Wii U
Deadcore, PlayStation 4
Sonic Heroes, PlayStation 2
Egg Mania: Eggstreme Madness, GameCube
Triple Play 2002, Xbox
Harry Potter and the Sorcerer's Stone, PlayStation
Test Drive Off-Road Wide Open, Xbox
4x4 Evolution, PlayStation 2
Gunbird 2, Dreamcast
JoJo's Bizarre Adventure HD Ver., PlayStation 3
Sid Meier's Pirates!, Wii
SimCity, PC
Gods Will Be Watching, PC
Planet of the Eyes, Xbox One
Hell Yeah! Wrath of the Dead Rabbit, PC
Of Orcs and Men, Xbox 360
The Lord of the Rings: Tactics, PSP
Musashi: Samurai Legend, PlayStation 2
SpongeBob Squigglepants 3D, 3DS
Restaurant Empire II, PC
Disney*Pixar WALL-E, PSP
Hardwood Hearts, Xbox 360
Rock of Ages 3: Make & Break, Switch
SIMULACRA, Switch
Snooker 19, PlayStation 4
The Council - Episode 5: Checkmate, PlayStation 4
Grand Ages: Medieval, PlayStation 4
WRC 2: FIA World Rally Championship 2011, PlayStation 3
Alien Breed 3: Descent, PC
Kholat, PC
Sid Meier's Starships, PC
Giraffe and Annika, Switch
Infliction: Extended Cut, PlayStation 4
Harry Potter and the Half-Blood Prince, PC
Zoo Tycoon 2: Endangered Species, PC
Accel World vs. Sword Art Online: Millennium Twilight, PlayStation 4
Star Soldier R, Wii
Yosumin! LIVE, Xbox 360
SingStar ABBA, PlayStation 2
Call of Duty: Roads to Victory, PSP
Wheelman, Xbox 360
Danger Zone, PlayStation 4
Redeemer, PC
STRAFE, PC
Resident Evil: Resistance, PlayStation 4
Townsmen: A Kingdom Rebuilt, Switch
The Town of Light, PC
X-Men: The Arcade Game, PlayStation 3
Van Helsing, PlayStation 2
Mace Griffin Bounty Hunter, Xbox
Global Touring Challenge: Africa, PlayStation 2
WWE WrestleMania X8, GameCube
Forever Kingdom, PlayStation 2
Floigan Bros. Episode 1, Dreamcast
Gradius III and IV, PlayStation 2
We Happy Few, Xbox One
Micro Machines V4, PlayStation 2
Legend of Kay Anniversary, PC
Major League Baseball 2K9, Xbox 360
Party Hard, PC
BlazBlue: Continuum Shift II, 3DS
Disgaea Infinite, PSP
RiME, Switch
Mercenaries Wings: The False Phoenix, Switch
Batman: The Telltale Series, PC
Alien Breed, PlayStation Vita
Command & Conquer 4: Tiberian Twilight, PC
The Saga of Ryzom, PC
Mad Riders, Xbox 360
Need for Speed Undercover, Xbox 360
Warframe, PlayStation 4
Ghostbusters: The Video Game, PlayStation 2
Phantasy Star Universe, Xbox 360
Armored Core: For Answer, Xbox 360
The friends of Ringo Ishikawa, Switch
Seasons After Fall, PlayStation 4
The Baconing, Xbox 360
Vikings: Wolves of Midgard, Xbox One
NASCAR: The Game 2013, PC
N.E.R.O.: Nothing Ever Remains Obscure, Xbox One
Cultist Simulator: Initiate Edition, Switch
Sea of Solitude, PC
Kholat, PlayStation 4
The Crew, Xbox One
Tiger Woods PGA Tour, DS
The Legend of Spyro: A New Beginning, PlayStation 2
Academy of Champions: Soccer, Wii
Peaky Blinders: Mastermind, PlayStation 4
Moons of Madness, Xbox One
Sleep Tight, Switch
Disney/Pixar Ratatouille, PSP
Batman Begins, PlayStation 2
Carve, Xbox
Aliens Versus Predator: Extinction, Xbox
X-Squad, PlayStation 2
Ratchet & Clank: Full Frontal Assault, PlayStation 3
Yakuza: Dead Souls, PlayStation 3
ADR1FT, PC
Chaos Wars, PlayStation 2
The Incredible Adventures of Van Helsing III, PC
Super Lucky's Tale, Xbox One
Cold War, PC
Snooker 19, Switch
Naruto Shippuden: Naruto vs. Sasuke, DS
Officers, PC
Zombie Driver HD, Xbox 360
Crash Twinsanity, PlayStation 2
MX vs. ATV All Out: Anniversary Edition, Xbox One
Darksiders III, PlayStation 4
RymdResa, PC
Hydrophobia: Prophecy, PC
Intellivision Lives!, PlayStation 2
Worms: Open Warfare, DS
Hellpoint, PC
The Outer Worlds: Murder on Eridanos, PlayStation 4
Spirit of the North: Enhanced Edition, PlayStation 5
Storm, Xbox 360
TNA iMPACT!, PlayStation 3
RPG Maker Fes, 3DS
nail'd, Xbox 360
Killer Is Dead, PlayStation 3
Arc Rise Fantasia, Wii
Exit DS, DS
Vampire: The Masquerade - Shadows of New York, PC
Track Lab, PlayStation 4
Rainbow Skies, PlayStation 4
King Oddball, Xbox One
Thor: God of Thunder, DS
Cranium Kabookii, Wii
Star Trek: Tactical Assault, PSP
Avatar: The Last Airbender, DS
Hello Kitty: Roller Rescue, GameCube
Lemony Snicket's A Series of Unfortunate Events, PC
Wrath Unleashed, PlayStation 2
RoadKill, GameCube
Pro Rally, GameCube
Superman: Shadow of Apokolips, PlayStation 2
Dinotopia: The Timestone Pirates, Game Boy Advance
Wild Wild Racing, PlayStation 2
Wolfenstein: Youngblood, PlayStation 4
Juiced, PC
The Adventures of Tintin: The Game, Xbox 360
Harry Potter and the Order of the Phoenix, PC
Earth Defense Force: Insect Armageddon, PlayStation 3
Summer in Mara, PC
Dead Island: Definitive Collection, PlayStation 4
The Witch and the Hundred Knight: Revival Edition, PlayStation 4
198X, PC
The Incredibles: Rise of the Underminer, Xbox
Suikoden IV, PlayStation 2
Supreme Ruler: Cold War, PC
Hood: Outlaws & Legends, PlayStation 5
This Is the Police, PlayStation 4
Neon Chrome, PlayStation 4
FIFA Street 2, Xbox
Fallout 76: Wastelanders, PlayStation 4
Super Bomberman R, Xbox One
Cubemen 2, Wii U
Necrovision, PC
Worms Forts: Under Siege, PlayStation 2
Dirty Bomb, PC
World Poker Tour, Xbox
Moons of Madness, PlayStation 4
Star Wars: The Force Unleashed II, PlayStation 3
Lost Grimoires: Stolen Kingdom, Xbox One
Resident Evil 6, Xbox One
Godzilla: Save the Earth, Xbox
FIFA Street 3, Xbox 360
Finding Nemo, Xbox
InnerSpace, Switch
Dragon's Prophet, PC
NBA 09 The Inside, PlayStation 3
DreamWorks Shark Tale, PC
X-Men: Next Dimension, GameCube
Alpha Protocol, Xbox 360
Spectrobes, DS
PixelJunk 4am, PlayStation 3
Assassin's Creed Chronicles: India, PlayStation 4
Airheart: Tales of Broken Wings, PlayStation 4
DarkStar One: Broken Alliance, Xbox 360
Big Bumpin', Xbox 360
Citadel: Forged with Fire, Xbox One
Dogos, Xbox One
NBA 08, PlayStation 3
Windlands, PlayStation 4
Major League Baseball 2K8, Wii
The World Next Door, Switch
Dynasty Warriors 8 Empires, PlayStation 4
The Immortals of Terra: A Perry Rhodan Adventure, PC
NBA Live 07, PlayStation 2
Indiana Jones and the Staff of Kings, PSP
Eragon, DS
Sniper Elite III, Xbox One
Assassin's Creed: Bloodlines, PSP
Penny-Punching Princess, Switch
Cobra Kai: The Karate Kid Saga Continues, Switch
The Godfather II, PC
Bounty Hounds, PSP
Super Monkey Ball: Touch & Roll, DS
Avatar: The Last Airbender, Xbox
Battlestar Galactica, Xbox
FIFA Street 3, PlayStation 3
Everlight of Magic & Power, PC
Disney Epic Mickey: The Power of Illusion, 3DS
The Lord of the Rings: War in the North, PlayStation 3
Sands of Destruction, DS
Layers of Fear 2, Xbox One
Assassin's Creed III - The Redemption, Xbox 360
Destiny: The Dark Below, PlayStation 4
A Quiet Weekend in Capri, PC
Disney's Magical Quest 2 Starring Mickey and Minnie, Game Boy Advance
Mojo!, PlayStation 2
Enter the Matrix, GameCube
Samurai Jack: The Amulet of Time, Game Boy Advance
Barbarian, PlayStation 2
Namco Museum: Virtual Arcade, Xbox 360
Triggerheart Exelica, Xbox 360
Texas Hold 'Em, Xbox 360
Theatre of War 2: Africa 1943, PC
Will Rock, PC
Panzer Dragoon, Switch
Obscuritas, PC
Personal Trainer: Math, DS
All-Star Fruit Racing, Switch
Beat Hazard Ultra, PlayStation 3
The Baconing, PC
Metal Wolf Chaos XD, PlayStation 4
NBA Playgrounds, Switch
AC/DC Live: Rock Band Track Pack, Xbox 360
WorldShift, PC
Go! Sudoku, PSP
Narcos: Rise of the Cartels, Xbox One
Battle Princess Madelyn, PlayStation 4
Asterix & Obelix XXL 2, Xbox One
Sinner: Sacrifice for Redemption, PC
